決まる/きまる+次第/しだい 連用形名詞化
悶える/もだえる+抜き差し/ぬきさし 連用形名詞化
助け合う/たすけあう+ワーカーズ 連用形名詞化
差し止める/さしとめる+訴訟/そしょう 連用形名詞化
貸し切る/かしきる+露天/ろてん 連用形名詞化
負ける/まける+犬/いぬ 連用形名詞化
泣く/なく+喚 連用形名詞化
織る/おる+デザインカーディガン 連用形名詞化
萌える/もえる+キャラ 連用形名詞化
足す/たす+算/さん 連用形名詞化
喘ぐ/あえぐ+高瀬 連用形名詞化
得る/える+場/ば 連用形名詞化
捨てる/すてる+台詞/せりふ 連用形名詞化
射る/いる+ａｌｔｒａｖｉｓｔａ． 連用形名詞化
振り込む/ふりこむ+用紙/ようし 連用形名詞化
殴る/なぐる+プリ 連用形名詞化
仕付ける/しつける+Г 連用形名詞化
慣らす/ならす+運転/うんてん 連用形名詞化
和す/わす+ズム 連用形名詞化
買い取る/かいとる+査定/さてい 連用形名詞化
回れる/まわれる+右/みぎ 連用形名詞化
薄める/うすめる+液/えき 連用形名詞化
覆う/おおう+茵 連用形名詞化
済む/すむ+下着/したぎ 連用形名詞化
締め切る/しめきる+間際/まぎわ 連用形名詞化
秘める/ひめる+丸/まる 連用形名詞化
懸ける/かける+生/なま 連用形名詞化
押し出す/おしだす+ジントリック 連用形名詞化
勝ち抜く/かちぬく+ボスバトル 連用形名詞化
取る/とる+足取り/あしどり 連用形名詞化
組み替える/くみかえる+作物/さくもつ 連用形名詞化
問う/とう+反吐/へど 連用形名詞化
繰り上げる/くりあげる+当選/とうせん 連用形名詞化
駆け込む/かけこむ+需要/じゅよう 連用形名詞化
買う/かう+パラ 連用形名詞化
値上がる/ねあがる+益/えき 連用形名詞化
寝る/ねる+・・・ 連用形名詞化
待ち受ける/まちうける+デルキャーラ 連用形名詞化
射る/いる+λ 連用形名詞化
干る/ひる+ぃ 連用形名詞化
占う/うらなう+ラーヤ 連用形名詞化
毀れる/こぼれる+頂戴/ちょうだい 連用形名詞化
選りすぐる/えりすぐる+メルマガサイト 連用形名詞化
射る/いる+△ 連用形名詞化
組み替える/くみかえる+食品/しょくひん 連用形名詞化
覆う/おおう+海/うみ 連用形名詞化
通り抜ける/とおりぬける+フープ 連用形名詞化
剃れる/それる+特価/とっか 連用形名詞化
振る/ふる+返 連用形名詞化
射る/いる+蹐 連用形名詞化
飲み込む/のみこむ+ブルパターン 連用形名詞化
使い捨てる/つかいすてる+懐炉/かいろ 連用形名詞化
終わる/おわる+語呂/ごろ 連用形名詞化
蒸す/むす+タオル/たおる 連用形名詞化
続ける/つづける+ざま/ざま 連用形名詞化
裁つ/たつ+鋏/はさみ 連用形名詞化
立つ/たつ+ション 連用形名詞化
貸す/かす+別荘/べっそう 連用形名詞化
剃れる/それる+かめ/かめ 連用形名詞化
成り切る/なりきる+チャット 連用形名詞化
巣立つ/すだつ+酎 連用形名詞化
震わせる/ふるわせる+歓喜/かんき 連用形名詞化
付ける/つける+麺/めん 連用形名詞化
埋め立てる/うめたてる+処分/しょぶん 連用形名詞化
寄り合う/よりあう+金剛/こんごう 連用形名詞化
射る/いる+仕打ち/しうち 連用形名詞化
食み出す/はみだす+アーティストトピックス 連用形名詞化
干す/ほす+否/いな 連用形名詞化
縫う/ぬう+とみこ 連用形名詞化
射る/いる+δ 連用形名詞化
申し込む/もうしこむ+受付/うけつけ 連用形名詞化
肥える/こえる+給/きゅう 連用形名詞化
干す/ほす+葡萄/ぶどう 連用形名詞化
明く/あく+場/ば 連用形名詞化
帰る/かえる+支度/したく 連用形名詞化
射る/いる+チャオプレーヤ 連用形名詞化
撮る/とる+スーパーセレクション 連用形名詞化
やめる/やめる+櫨/ろ 連用形名詞化
濡れる/ぬれる+布巾/ふきん 連用形名詞化
乗り合う/のりあう+馬車/ばしゃ 連用形名詞化
唸る/うなる+声/こえ 連用形名詞化
帰れる/かえれる+ソレントヘ 連用形名詞化
荒らす/あらす+ダノミ 連用形名詞化
千切る/ちぎる+ライオー 連用形名詞化
いでる/いでる+すよ 連用形名詞化
貼る/はる+紙/かみ 連用形名詞化
