1.{entity|实体}
5.1.1.3.1.1.{equal|相等}
5.1.1.3.1.2.{BeSimilar|相像}
5.1.1.3.2.{differ|不同}
5.1.1.3.3.{worth|值得}
5.1.1.3.4.{WorthNot|不值}
5.1.1.4.{suit|相适关系}
5.1.1.4.1.{fit|适合}
5.1.1.4.2.{ServeAsFoil|陪衬}
5.1.1.4.3.{FitNot|不适}
5.1.1.5.{inclusive|蕴涵关系}
5.1.1.5.1.{contain|包含}
5.1.1.5.2.{BeMember|隶属}
5.1.1.6.{connective|关联关系}
5.1.1.6.1.{relate|有关}
5.1.1.6.1.1.{depend|依靠}
5.1.1.6.2.{RelateNot|无关}
5.1.1.6.2.1.{BeIndependent|独立}
5.1.1.6.2.2.{BeOpposite|对立}
5.1.1.7.{CauseResult|因果关系}
5.1.1.7.1.{ResultIn|导致}
5.1.1.7.2.{ResultFrom|缘于}
5.1.1.7.3.{BaseOn|基于}
5.1.1.7.4.{influence|影响}
5.1.1.8.{TimeOrSpace|时空关系}
5.1.1.8.1.{situated|处于}
5.1.1.8.2.{facing|朝向}
5.1.1.8.3.{LeadTo|通往}
5.1.1.8.4.{from|相距}
5.1.1.8.4.1.{BeNear|靠近}
5.1.1.8.4.2.{BeAcross|相交}
5.1.1.8.4.3.{BeBeyond|越界}
5.1.1.9.{arithmetic|数量关系}
5.1.1.9.1.{DoSum|算术}
5.1.1.9.2.{AmountTo|总计}
5.1.2.{state|状态}
5.1.2.1.{StatePhysical|物理状态}
5.1.2.1.1.{ExistAppear|存现}
5.1.2.1.1.1.{exist|存在}
5.1.2.1.1.1.1.{ComeToWorld|问世}
5.1.2.1.1.2.{ExistNot|不存在}
5.1.2.1.1.3.{appear|出现}
5.1.2.1.1.3.1.{exposure|露出}
5.1.2.1.1.4.{happen|发生}
5.1.2.1.2.{begin|起始}
5.1.2.1.3.{BeNormal|常态}
5.1.2.1.3.1.{certainty|定或未定态}
5.1.2.1.3.1.1.{fixed|已定}
5.1.2.1.3.1.2.{unfixed|未定}
5.1.2.1.3.2.{alive|活着}
5.1.2.1.3.2.1.{function|活动}
5.1.2.1.3.3.{grow|成长}
5.1.2.1.3.4.{pregnant|怀孕}
5.1.2.1.3.5.{GoOn|继续}
5.1.2.1.3.5.1.{withstand|抗住}
5.1.2.1.3.6.{undergo|经受}
5.1.2.1.3.6.1.{enjoy|享受}
5.1.2.1.3.6.2.{suffer|遭受}
5.1.2.1.3.6.3.{AptTo|易于}
5.1.2.1.3.6.4.{endure|忍耐}
5.1.2.1.4.{BeGood|良态}
5.1.2.1.4.1.{BeFull|吃饱}
5.1.2.1.4.2.{BeWell|健壮}
5.1.2.1.4.3.{lucky|幸运}
5.1.2.1.4.4.{prosper|发达}
5.1.2.1.4.5.{succeed|成功}
5.1.2.1.4.6.{win|获胜}
5.1.2.1.4.7.{surpass|强过}
5.1.2.1.4.8.{WellKnown|成名}
5.1.2.1.5.{BeRecovered|复原}
5.1.2.1.5.1.{awake|醒}
5.1.2.1.6.{change|变}
5.1.2.1.6.1.{AppearanceChange|外观变}
5.1.2.1.6.1.1.{StateChange|态变}
5.1.2.1.6.1.2.{FormChange|形变}
5.1.2.1.6.2.{QuantityChange|量变}
5.1.2.1.6.2.1.{BecomeMore|增多}
5.1.2.1.6.2.2.{surplus|剩余}
5.1.2.1.6.2.3.{lack|缺少}
5.1.2.1.6.2.4.{BecomeLess|减少}
5.1.2.1.6.3.{BeBad|衰变}
5.1.2.1.6.3.1.{tired|疲乏}
5.1.2.1.6.3.2.{HungryThirsty|饥渴}
5.1.2.1.6.3.3.{SufferFrom|罹患}
5.1.2.1.6.3.3.1.{ill|病态}
5.1.2.1.6.3.3.1.1.{wounded|受伤}
5.1.2.1.6.3.3.1.2.{disable|残疾}
5.1.2.1.6.3.3.1.3.{labour|临产}
5.1.2.1.6.3.3.1.4.{mad|疯痴}
5.1.2.1.6.3.3.1.5.{paralyse|瘫麻}
5.1.2.1.6.3.3.1.6.{painful|疼痛}
5.1.2.1.6.3.3.1.7.{dizzy|昏迷}
5.1.2.1.6.3.3.1.8.{twitch|抽搐}
5.1.2.1.6.3.3.1.9.{bleed|出血}
5.1.2.1.6.3.3.1.10.{swollen|肿胀}
5.1.2.1.6.3.3.1.11.{fever|寒热}
5.1.2.1.6.3.3.1.12.{StomachTrouble|腹症}
5.1.2.1.6.3.3.1.13.{pant|气喘}
5.1.2.1.6.3.3.1.14.{inflamed|发炎}
5.1.2.1.6.3.3.1.15.{itch|发痒}
5.1.2.1.6.3.4.{OutOfOrder|坏掉}
5.1.2.1.6.3.5.{decline|衰败}
5.1.2.1.6.3.6.{unfortunate|不幸}
5.1.2.1.6.3.7.{fail|失败}
5.1.2.1.6.3.7.1.{err|出错}
5.1.2.1.6.3.7.2{defeated|输掉}
5.1.2.1.6.3.8.{inferior|不如}
5.1.2.1.6.4.{end|终结}
5.1.2.1.6.4.1.{die|死}
5.1.2.1.6.4.2.{finish|完毕}
5.1.2.1.6.4.3.{perish|灭亡}
5.1.2.1.6.4.4.{due|到期}
5.1.2.1.6.5.{WeatherChange|天变}
5.1.2.1.6.5.1.{WeatherFine|好天}
5.1.2.1.6.5.2.{WeatherBad|坏天}
5.1.2.1.7.{ChangeNot|不变}
5.1.2.1.8.{disappear|消失}
5.1.2.2.{StateMental|精神状态}
5.1.2.2.1.{feeling|情绪}
5.1.2.2.1.1.{cherish|心怀}
5.1.2.2.1.2.{excited|激动}
5.1.2.2.1.3.{FeelingByGood|好情}
5.1.2.2.1.3.1.{AtEase|安心}
5.1.2.2.1.3.1.1.{calm|镇静}
5.1.2.2.1.3.2.{joyful|喜悦}
5.1.2.2.1.3.3.{satisfied|满意}
5.1.2.2.1.3.4.{FeelNoQualms|无愧}
5.1.2.2.1.3.5.{shameless|没羞}
5.1.2.2.1.4.{FeelingByBad|坏情}
5.1.2.2.1.4.1.{uneasy|不安}
5.1.2.2.1.4.2.{GuiltilyConscious|心虚}
5.1.2.2.1.4.3.{unsatisfied|不满}
5.1.2.2.1.4.4.{melancholy|惆怅}
5.1.2.2.1.4.5.{upset|烦恼}
5.1.2.2.1.4.6.{sad|忧愁}
5.1.2.2.1.4.7.{sorrowful|悲哀}
5.1.2.2.1.4.8.{fear|害怕}
5.1.2.2.1.4.9.{surprise|惊奇}
5.1.2.2.1.4.10.{flurried|惊慌}
5.1.2.2.1.4.11.{worried|着急}
5.1.2.2.1.4.12.{angry|生气}
5.1.2.2.1.4.13.{disheartened|灰心}
5.1.2.2.1.4.14.{repent|懊悔}
5.1.2.2.1.4.15.{shy|羞愧}
5.1.2.2.1.4.16.{embarrassed|为难}
5.1.2.2.1.4.17.{disappointed|失望}
5.1.2.2.2.{Attitude|态度}
5.1.2.2.2.1.{AttitudeByGood|好态}
5.1.2.2.2.1.1.{FondOf|喜欢}
5.1.2.2.2.1.1.1.{like|爱惜}
5.1.2.2.2.1.1.2.{love|爱恋}
5.1.2.2.2.1.2.{PayAttention|注意}
5.1.2.2.2.1.2.1.{ParticularAbout|讲求}
5.1.2.2.2.1.3.{respect|敬佩}
5.1.2.2.2.1.4.{loyal|忠孝}
5.1.2.2.2.1.5.{admire|羡慕}
5.1.2.2.2.1.5.1.{jealous|妒忌}
5.1.2.2.2.1.6.{grateful|感激}
5.1.2.2.2.1.7.{agree|同意}
5.1.2.2.2.1.8.{ThinkOf|思念}
5.1.2.2.2.2.{AttitudeByBad|坏态}
5.1.2.2.2.2.1.{sorry|惋惜}
5.1.2.2.2.2.2.{pity|怜悯}
5.1.2.2.2.2.3.{disgust|厌恶}
5.1.2.2.2.2.4.{stupefied|木然}
5.1.2.2.2.2.5.{blame|埋怨}
5.1.2.2.2.2.6.{hate|仇恨}
5.1.2.2.2.2.7.{forgive|原谅}
5.1.2.2.2.2.8.{regret|抱歉}
5.1.2.2.2.2.9.{despise|轻视}
5.1.2.2.2.2.10.{disloyal|不忠}
5.1.2.2.2.2.11.{disagree|不同意}
5.1.2.2.2.2.12.{doubt|怀疑}
5.1.2.2.3.{volition|意向}
5.1.2.2.3.1.{expect|期望}
5.1.2.2.3.2.{need|需求}
5.1.2.2.3.3.{willing|愿意}
5.1.2.2.3.4.{unwilling|不愿}
5.1.2.2.3.5.{GrudgeNot|舍得}
5.1.2.2.3.6.{grudge|不舍}
5.1.2.2.3.7.{dare|敢于}
5.1.2.2.3.8.{hesitate|犹豫}
5.1.2.2.4.{cognition|感知状态}
5.1.2.2.4.1.{HaveKnowledge|有知}
5.1.2.2.4.1.1.{perception|感知}
5.1.2.2.4.1.2.{know|知道}
5.1.2.2.4.1.2.1.{understand|领会}
5.1.2.2.4.1.3.{regard|认为}
5.1.2.2.4.1.4.{believe|相信}
5.1.2.2.4.1.5.{remember|记得}
5.1.2.2.4.1.6.{BeAble|能够}
5.1.2.2.4.1.7.{dream|做梦}
5.1.2.2.4.2.{NoKnowledge|无知}
5.1.2.2.4.2.1.{ignorant|不知}
5.1.2.2.4.2.2.{forget|忘记}
5.1.2.2.4.3.{misunderstand|误信}
5.1.2.2.4.3.1.{confuse|混淆}
5.1.2.2.4.4.{BeUnable|无能}
5.2.{act|行动}
5.2.1.{ActGeneral|泛动}
5.2.1.1.{start|开始}
5.2.1.2.{do|做}
5.2.1.2.1.{try|尝试}
5.2.1.2.2.{endeavour|卖力}
5.2.1.2.3.{VieFor|快干}
5.2.1.2.4.{RashlyAct|蛮干}
5.2.1.2.4.1.{venture|冒险}
5.2.1.2.5.{cooperate|合作}
5.2.1.2.6.{repeat|重复}
5.2.1.2.7.{CatchUp|补做}
5.2.1.2.8.{pretend|假装}
5.2.1.2.9.{engage|从事}
5.2.1.2.9.1.{bear|承担}
5.2.1.2.9.1.1.{undertake|担任}
5.2.1.2.10.{conduct|实施}
5.2.1.2.11.{prepare|准备}
5.2.1.2.12.{respond|回应}
5.2.1.3.{DoNot|不做}
5.2.1.3.1.{refuse|拒做}
5.2.1.3.1.1. {evade|回避}
5.2.1.3.2.{slack|偷懒}
5.2.1.4.{cease|停做}
5.2.1.4.1.{GiveUp|戒除}
5.2.1.4.2.{pause|暂停}
5.2.1.4.3.{rest|休息}
5.2.1.4.3.1.{sleep|睡}
5.2.1.5.{wait|等待}
5.2.2.{ActSpecific|实动}
5.2.2.1.{AlterGeneral|泛变}
5.2.2.1.1.{alter|改变}
5.2.2.1.2.{control|控制}
5.2.2.1.2.1.{manage|管理}
5.2.2.1.2.2.{handle|处理}
5.2.2.1.2.3.{arrange|安排}
5.2.2.1.3.{stabilize|使不变}
5.2.2.2.{AlterSpecific|实变}
5.2.2.2.1.{AlterRelation|变关系}
5.2.2.2.1.1.{AlterPossession|变领属}
5.2.2.2.1.1.1.{take|取}
5.2.2.2.1.1.1.1.{seek|谋取}
5.2.2.2.1.1.1.1.1.{beg|乞求}
5.2.2.2.1.1.1.2.{steal|偷}
5.2.2.2.1.1.1.3.{rob|抢}
5.2.2.2.1.1.1.4.{cheat|骗}
5.2.2.2.1.1.1.5.{earn|赚}
5.2.2.2.1.1.1.6.{buy|买}
5.2.2.2.1.1.1.7.{collect|收}
5.2.2.2.1.1.1.7.1.{deprive|剥夺}
5.2.2.2.1.1.1.7.2.{levy|征收}
5.2.2.2.1.1.1.8.{borrow|借入}
5.2.2.2.1.1.1.9.{gather|采集}
5.2.2.2.1.1.1.10.{occupy|占领}
5.2.2.2.1.1.1.11.{MarryFrom|娶}
5.2.2.2.1.1.1.12.{TakeBack|取回}
5.2.2.2.1.1.1.12.1.{redeem|赎}
5.2.2.2.1.1.2.{give|给}
5.2.2.2.1.1.2.1.{provide|供}
5.2.2.2.1.1.2.2.{GiveAsGift|赠}
5.2.2.2.1.1.2.2.1.{grant|赐}
5.2.2.2.1.1.2.2.2.{donate|捐}
5.2.2.2.1.1.2.3.{submit|交}
5.2.2.2.1.1.2.4.{return|还}
5.2.2.2.1.1.2.4.1.{recompense|补偿}
5.2.2.2.1.1.2.5.{issue|分发}
5.2.2.2.1.1.2.6.{sell|卖}
5.2.2.2.1.1.2.7.{lend|借出}
5.2.2.2.1.1.2.8.{pawn|押给}
5.2.2.2.1.1.2.9.{PassOn|留给}
5.2.2.2.1.1.2.10.{pay|付}
5.2.2.2.1.1.2.11.{MarryTo|嫁}
5.2.2.2.1.1.2.12.{abandon|放弃}
5.2.2.2.1.1.3.{exchange|交换}
5.2.2.2.1.1.4.{OnCredit|赊}
5.2.2.2.1.2.{AlterIsa|变是非}
5.2.2.2.1.2.1.{CauseToBe|使之是}
5.2.2.2.1.2.1.1.{RegardAs|当作}
5.2.2.2.1.2.1.2.{naming|称作}
5.2.2.2.1.2.1.3.{appoint|任命}
5.2.2.2.1.2.2.{CauseNotToBe|使之非}
5.2.2.2.1.2.2.1.{dismiss|罢免}
5.2.2.2.1.2.3.{replace|代替}
5.2.2.2.1.3.{AlterComparison|变相比}
5.2.2.2.1.3.1.{CompareTo|比拟}
5.2.2.2.1.3.2.{MakeEqual|使相等}
5.2.2.2.1.4.{AlterFitness|变相适}
5.2.2.2.1.4.1.{obey|遵循}
5.2.2.2.1.4.1.1.{surrender|屈服}
5.2.2.2.1.4.2.{coordinate|协调}
5.2.2.2.1.4.3.{disobey|违背}
5.2.2.2.1.5.{AlterInclusion|变包含}
5.2.2.2.1.5.1.{include|纳入}
5.2.2.2.1.5.2.{discharge|开除}
5.2.2.2.1.5.3.{withdraw|退出}
5.2.2.2.1.5.4.{classify|分类}
5.2.2.2.1.6.{AlterConnection|变关联}
5.2.2.2.1.6.1.{tie|关联}
5.2.2.2.1.6.1.1.{connect|连接}
5.2.2.2.1.6.1.1.1.{fasten|拴连}
5.2.2.2.1.6.1.2.{mix|混合}
5.2.2.2.1.6.1.3.{merge|合并}
5.2.2.2.1.6.1.4.{associate|交往}
5.2.2.2.1.6.1.4.1.{ally|结盟}
5.2.2.2.1.6.1.4.2.{collude|勾结}
5.2.2.2.1.6.1.4.3.{reconcile|讲和}
5.2.2.2.1.6.1.4.4.{SeekRefuge|投靠}
5.2.2.2.1.6.1.4.5.{meet|会面}
5.2.2.2.1.6.1.4.6.{GetMarried|结婚}
5.2.2.2.1.6.1.4.7.{mating|交配}
5.2.2.2.1.6.2.{separate|分离}
5.2.2.2.1.6.2.1.{disconnect|脱离}
5.2.2.2.1.6.2.2.{divorce|离婚}
5.2.2.2.1.6.2.3.{farewell|离别}
5.2.2.2.1.7.{AlterCauseResult|变因果}
5.2.2.2.1.7.1.{infect|传染}
5.2.2.2.1.7.2.{incur|招惹}
5.2.2.2.1.8.{AlterLocation|变空间位置}
5.2.2.2.1.8.1.{SelfMove|自移}
5.2.2.2.1.8.1.1.{SelfMoveInManner|方式性自移}
5.2.2.2.1.8.1.1.1.{roam|流浪}
5.2.2.2.1.8.1.1.2.{walk|走}
5.2.2.2.1.8.1.1.3.{run|跑}
5.2.2.2.1.8.1.1.4.{jump|跳}
5.2.2.2.1.8.1.1.5.{crawl|爬}
5.2.2.2.1.8.1.1.6.{slide|滑}
5.2.2.2.1.8.1.1.7.{roll|滚}
5.2.2.2.1.8.1.1.8.{swim|游}
5.2.2.2.1.8.1.1.9.{flow|流}
5.2.2.2.1.8.1.1.10.{fly|飞}
5.2.2.2.1.8.1.1.11.{float|漂}
5.2.2.2.1.8.1.1.12.{VehicleGo|驶}
5.2.2.2.1.8.1.1.13.{circulate|循环}
5.2.2.2.1.8.1.2.{SelfMoveInDirection|方向性自移}
5.2.2.2.1.8.1.2.1.{ToAndFro|来回}
5.2.2.2.1.8.1.2.1.1.{come|来}
5.2.2.2.1.8.1.2.1.2.{go|去}
5.2.2.2.1.8.1.2.1.3.{LeaveFor|前往}
5.2.2.2.1.8.1.2.2.{GoUp|上去}
5.2.2.2.1.8.1.2.3.{GoDown|下去}
5.2.2.2.1.8.1.2.4.{GoForward|前进}
5.2.2.2.1.8.1.2.5.{GoBackward|后退}
5.2.2.2.1.8.1.2.6.{GoInto|进入}
5.2.2.2.1.8.1.2.7.{GoOut|出去}
5.2.2.2.1.8.1.2.7.1.{leak|漏出}
5.2.2.2.1.8.1.2.7.2.{jet|喷出}
5.2.2.2.1.8.1.2.7.3.{spill|溢出}
5.2.2.2.1.8.1.2.8.{leave|离开}
5.2.2.2.1.8.1.2.8.1.{flee|逃跑}
5.2.2.2.1.8.1.2.8.2.{escape|躲避}
5.2.2.2.1.8.1.2.9.{approach|接近}
5.2.2.2.1.8.1.2.9.1.{chase|追赶}
5.2.2.2.1.8.1.2.9.1.1.{follow|跟随}
5.2.2.2.1.8.1.2.10.{disperse|散开}
5.2.2.2.1.8.1.2.11.{ComeTogether|集聚}
5.2.2.2.1.8.1.2.12.{GoThrough|经过}
5.2.2.2.1.8.1.2.12.1.{cross|越过}
5.2.2.2.1.8.1.2.13.{GoBack|返回}
5.2.2.2.1.8.1.2.14.{GoRound|围绕}
5.2.2.2.1.8.1.2.14.1.{TurnRound|拐弯}
5.2.2.2.1.8.1.2.14.2.{circle|盘旋}
5.2.2.2.1.8.1.3.{MoveInFixedPosition|定位自移}
5.2.2.2.1.8.1.3.1.{wave|摆动}
5.2.2.2.1.8.1.3.2.{shiver|颤动}
5.2.2.2.1.8.1.3.3.{rotate|转动}
5.2.2.2.1.8.1.3.4.{twine|打结}
5.2.2.2.1.8.1.3.5.{PartSelfMove|部件自移}
5.2.2.2.1.8.1.3.5.1.{stand|站立}
5.2.2.2.1.8.1.3.5.2.{arise|起身}
5.2.2.2.1.8.1.3.5.3.{sit|坐蹲}
5.2.2.2.1.8.1.3.5.4.{LieDown|躺卧}
5.2.2.2.1.8.1.3.5.5.{FallDown|跌倒}
5.2.2.2.1.8.1.3.5.6.{tilt|倾斜}
5.2.2.2.1.8.1.3.5.6.1.{lean|倚靠}
5.2.2.2.1.8.1.3.5.7.{upmove|翘耸}
5.2.2.2.1.8.2.{CeaseSelfMove|终止自移}
5.2.2.2.1.8.2.1.{stay|停留}
5.2.2.2.1.8.2.2.{arrive|到达}
5.2.2.2.1.8.2.3.{reside|住下}
5.2.2.2.1.8.3.{CauseToMove|他移}
5.2.2.2.1.8.3.1.{CauseToMoveInManner|方式性他移}
5.2.2.2.1.8.3.1.1.{release|释放}
5.2.2.2.1.8.3.1.2.{TakeAway|搬动}
5.2.2.2.1.8.3.1.3.{put|放置}
5.2.2.2.1.8.3.1.3.1.{pile|堆放}
5.2.2.2.1.8.3.1.4.{store|保存}
5.2.2.2.1.8.3.1.4.1.{SetAside|留存}
5.2.2.2.1.8.3.1.5.{install|安装}
5.2.2.2.1.8.3.1.6.{dismount|拆卸}
5.2.2.2.1.8.3.1.7.{load|装载}
5.2.2.2.1.8.3.1.8.{drive|驾驭}
5.2.2.2.1.8.3.2.{CauseToMoveInDirection|方向性他移}
5.2.2.2.1.8.3.2.1.{pull|拉}
5.2.2.2.1.8.3.2.2.{push|推}
5.2.2.2.1.8.3.2.3.{MoveItUp|上移}
5.2.2.2.1.8.3.2.3.1.{lift|提升}
5.2.2.2.1.8.3.2.3.2.{hang|悬挂}
5.2.2.2.1.8.3.2.4.{MoveItDown|下移}
5.2.2.2.1.8.3.2.4.1.{spray|洒下}
5.2.2.2.1.8.3.2.4.2.{swallow|咽下}
5.2.2.2.1.8.3.2.4.3.{drop|投下}
5.2.2.2.1.8.3.2.5.{MoveItBack|回移}
5.2.2.2.1.8.3.2.6.{MoveItInto|内移}
5.2.2.2.1.8.3.2.6.1.{inhale|吸入}
5.2.2.2.1.8.3.2.6.2.{insert|插入}
5.2.2.2.1.8.3.2.6.3.{soak|浸入}
5.2.2.2.1.8.3.2.6.4.{inlay|嵌入}
5.2.2.2.1.8.3.2.6.5.{fill|填入}
5.2.2.2.1.8.3.2.6.6.{bury|埋入}
5.2.2.2.1.8.3.2.7.{MoveItOut|外移}
5.2.2.2.1.8.3.2.7.1.{drain|排出}
5.2.2.2.1.8.3.2.7.2.{vomit|吐出}
5.2.2.2.1.8.3.2.7.3.{exhale|呼出}
5.2.2.2.1.8.3.2.7.4.{dump|倒出}
5.2.2.2.1.8.3.2.7.5.{PickOut|拔出}
5.2.2.2.1.8.3.2.7.6.{SqueezeOut|挤出}
5.2.2.2.1.8.3.2.8.{MoveItAway|远移}
5.2.2.2.1.8.3.2.8.1.{throw|扔}
5.2.2.2.1.8.3.2.8.2.{send|发送}
5.2.2.2.1.8.3.2.8.2.1.{shoot|发射}
5.2.2.2.1.8.3.2.8.2.2.{transmit|传送}
5.2.2.2.1.8.3.2.8.2.3.{transport|运送}
5.2.2.2.1.8.3.2.8.2.4.{post|邮寄}
5.2.2.2.1.8.3.2.8.2.5.{expel|驱赶}
5.2.2.2.1.8.3.2.8.2.5.1.{exile|流放}
5.2.2.2.1.8.3.2.9.{spread|撒}
5.2.2.2.1.8.3.2.10.{assemble|聚集}
5.2.2.2.1.8.3.3.{CauseToMoveInFixedPosition|定位他移}
5.2.2.2.1.8.3.3.1.{shake|摇动}
5.2.2.2.1.8.3.3.2.{reverse|颠倒}
5.2.2.2.1.8.3.3.3.{turn|扭转}
5.2.2.2.1.8.3.3.4.{coil|缠绕}
5.2.2.2.1.8.3.3.4.1.{surround|包围}
5.2.2.2.1.8.3.3.5.{CausePartMove|部件他移}
5.2.2.2.1.8.3.4.{OpenShut|开关}
5.2.2.2.1.8.3.4.1.{open|打开}
5.2.2.2.1.8.3.4.2.{shut|关闭}
5.2.2.2.1.8.4.{CeaseCauseTOMove|终止他移}
5.2.2.2.1.8.4.1.{hold|拿}
5.2.2.2.1.8.4.1.1.{pick|拾起}
5.2.2.2.1.8.4.1.2.{HoldWithHand|搀扶}
5.2.2.2.1.8.4.1.3.{PropUp|支撑}
5.2.2.2.1.8.4.1.4.{bring|携带}
5.2.2.2.1.8.4.1.5.{HoldInMouth|衔起}
5.2.2.2.1.8.4.1.6.{HoldInArm|搂抱}
5.2.2.2.1.8.4.1.7.{CarryOnBack|背起}
5.2.2.2.1.8.4.1.8.{TakeOutOfWater|捞起}
5.2.2.2.1.8.4.2.{catch|捉住}
5.2.2.2.1.8.4.3.{detain|扣住}
5.2.2.2.1.8.4.4.{block|拦住}
5.2.2.2.1.8.4.5.{fix|定住}
5.2.2.2.1.8.4.6.{SupportWeight|托住}
5.2.2.2.1.8.5.{AimAt|定向}
5.2.2.2.1.9.{AlterTimePosition|变时间位置}
5.2.2.2.1.9.1.{pass|度过}
5.2.2.2.1.10.{AlterQuantity|变数量}
5.2.2.2.1.10.1.{add|增加}
5.2.2.2.1.10.2.{subtract|削减}
5.2.2.2.1.10.3.{exhaust|损耗}
5.2.2.2.1.10.4.{economize|节省}
5.2.2.2.2.{AlterState|变状态}
5.2.2.2.2.1.{AlterPhysical|变本体}
5.2.2.2.2.1.1.{CauseToExist|使存现}
5.2.2.2.2.1.1.1.{create|创造}
5.2.2.2.2.1.1.1.1.{reproduce|生殖}
5.2.2.2.2.1.1.1.2.{produce|制造}
5.2.2.2.2.1.1.1.2.1.{cook|烹调}
5.2.2.2.2.1.1.1.2.2.{compile|编辑}
5.2.2.2.2.1.1.1.3.{build|建造}
5.2.2.2.2.1.1.1.4.{forming|形成}
5.2.2.2.2.1.1.1.5.{establish|建立}
5.2.2.2.2.1.1.1.6.{forge|伪造}
5.2.2.2.2.1.1.2.{CauseToAppear|显现}
5.2.2.2.2.1.1.2.1.{reveal|揭露}
5.2.2.2.2.1.1.2.2.{StripOff|剥去}
5.2.2.2.2.1.2.{AlterStateNormal|变常态}
5.2.2.2.2.1.2.1.{CauseToLive|使活}
5.2.2.2.2.1.2.1.1.{MakeLiving|谋生}
5.2.2.2.2.1.2.1.2.{ProvideFor|供养}
5.2.2.2.2.1.2.1.2.1.{foster|饲养}
5.2.2.2.2.1.2.1.2.2.{planting|栽植}
5.2.2.2.2.1.2.2.{CauseToGrow|使成长}
5.2.2.2.2.1.2.2.1.{metabolize|代谢}
5.2.2.2.2.1.2.2.1.1.{digest|消化}
5.2.2.2.2.1.2.2.1.2.{absorb|吸收}
5.2.2.2.2.1.2.2.1.3.{eat|吃}
5.2.2.2.2.1.2.2.1.4.{drink|喝}
5.2.2.2.2.1.2.2.1.5.{feed|喂}
5.2.2.2.2.1.2.2.1.6.{excrete|排泄}
5.2.2.2.2.1.2.2.1.7.{respire|呼吸}
5.2.2.2.2.1.2.2.2.{WhileAway|消闲}
5.2.2.2.2.1.2.2.2.1.{exercise|锻炼}
5.2.2.2.2.1.2.2.2.2.{tour|旅游}
5.2.2.2.2.1.2.2.2.3.{recreation|娱乐}
5.2.2.2.2.1.2.2.2.4.{addict|嗜好}
5.2.2.2.2.1.2.2.2.5.{SeekPleasure|寻欢}
5.2.2.2.2.1.2.2.3.{keep|保持}
5.2.2.2.2.1.2.2.3.1.{maintain|保养}
5.2.2.2.2.1.2.2.4.{protect|保护}
5.2.2.2.2.1.2.2.5.{TakeCare|照料}
5.2.2.2.2.1.2.2.6.{cultivate|培养}
5.2.2.2.2.1.2.2.7.{help|帮助}
5.2.2.2.2.1.2.2.7.1.{rescue|救助}
5.2.2.2.2.1.2.2.8.{KeepOn|使继续}
5.2.2.2.2.1.3.{AlterStateGood|变良态}
5.2.2.2.2.1.3.1.{benefit|便利}
5.2.2.2.2.1.3.2.{MakeBetter|优化}
5.2.2.2.2.1.3.2.1.{adjust|调整}
5.2.2.2.2.1.3.2.2.{PutInOrder|整理}
5.2.2.2.2.1.3.2.3.{improve|改良}
5.2.2.2.2.1.3.2.3.1.{enrich|充实}
5.2.2.2.2.1.3.2.4.{fulfil|实现}
5.2.2.2.2.1.3.3.{resume|恢复}
5.2.2.2.2.1.3.3.1.{doctor|医治}
5.2.2.2.2.1.3.3.2.{repair|修理}
5.2.2.2.2.1.3.3.3.{amend|改正}
5.2.2.2.2.1.4.{AlterStateBad|变莠态}
5.2.2.2.2.1.4.1. {MakeBad|加害}
5.2.2.2.2.1.4.1.1.{MakeTrouble|捣乱}
5.2.2.2.2.1.4.1.2.{damage|损害}
5.2.2.2.2.1.4.1.3.{attack|攻打}
5.2.2.2.2.1.4.1.3.1.{TerrorAttack|恐怖袭击}
5.2.2.2.2.1.4.1.4.{punish|处罚}
5.2.2.2.2.1.4.1.5.{revenge|报复}
5.2.2.2.2.1.4.1.6.{HaveContest|较量}
5.2.2.2.2.1.4.1.6.1.{compete|比赛}
5.2.2.2.2.1.4.1.6.1.1{gamble|赌博}
5.2.2.2.2.1.4.1.6.2.{fight|争斗}
5.2.2.2.2.1.4.1.6.2.1.{uprise|暴动}
5.2.2.2.2.1.4.1.6.2.1.1.{resist|反抗}
5.2.2.2.2.1.4.1.6.3.{defend|防守}
5.2.2.2.2.1.4.1.6.4.{defeat|战胜}
5.2.2.2.2.1.4.1.7.{kill|杀害}
5.2.2.2.2.1.4.1.7.1.{suicide|自杀}
5.2.2.2.2.1.5.{CauseToBeHidden|使消失}
5.2.2.2.2.1.5.1.{remove|消除}
5.2.2.2.2.1.5.1.1.{destroy|消灭}
5.2.2.2.2.1.5.2.{hide|藏匿}
5.2.2.2.2.1.5.3.{cover|遮盖}
5.2.2.2.2.1.5.3.1.{PutOn|穿戴}
5.2.2.2.2.1.5.3.2.{wrap|包扎}
5.2.2.2.2.1.6.{AlterAttribute|变属性}
5.2.2.2.2.1.6.1.{MakeHigher|提高}
5.2.2.2.2.1.6.2.{MakeLower|降低}
5.2.2.2.2.1.6.3.{AlterAppearance|变外观}
5.2.2.2.2.1.6.3.1.{AlterForm|变形状}
5.2.2.2.2.1.6.3.1.1.{touch|触}
5.2.2.2.2.1.6.3.1.2.{stroke|抚}
5.2.2.2.2.1.6.3.1.3.{stab|扎}
5.2.2.2.2.1.6.3.1.4.{sting|叮}
5.2.2.2.2.1.6.3.1.5.{beat|打}
5.2.2.2.2.1.6.3.1.6.{bump|撞}
